
   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.004    0.002    0.004    0.002 topology.py:1790(updates)
      339    0.004    0.000    0.004    0.000 ops.py:3174(control_inputs)
       20    0.004    0.000    0.004    0.000 group.py:248(__setitem__)
     4055    0.004    0.000    0.004    0.000 op_def_library.py:46(_AttrValue)
1492/1118    0.004    0.000    0.004    0.000 tensor_util.py:170(_GetDenseDimensions)
      416    0.004    0.000    0.764    0.002 array_ops.py:223(shape)
     1070    0.004    0.000    0.004    0.000 :0(ravel)
      166    0.004    0.000    1.240    0.007 variables.py:203(_init_from_args)
      478    0.004    0.000    0.012    0.000 tensor_shape.py:47(__eq__)
      928    0.004    0.000    0.012    0.000 tf_logging.py:99(vlog)
     1054    0.004    0.000    0.004    0.000 dtypes.py:114(is_numpy_compatible)
       20    0.004    0.000    0.004    0.000 dataset.py:313(__init__)
     7881    0.004    0.000    0.004    0.000 :0(popleft)
      204    0.004    0.000    0.016    0.000 numeric.py:2590(array_equal)
       14    0.004    0.000    0.004    0.000 group.py:44(create_group)
        1    0.004    0.004    0.004    0.004 files.py:304(flush)
       20    0.004    0.000    0.004    0.000 selections.py:429(_handle_simple)
     2312    0.004    0.000    0.004    0.000 dtypes.py:279(__hash__)
     1028    0.004    0.000    0.052    0.000 numeric.py:534(asanyarray)
       40    0.004    0.000    0.004    0.000 filters.py:88(rq_tuple)
      286    0.004    0.000    0.836    0.003 math_ops.py:1190(reduce_sum)
      312    0.004    0.000    0.008    0.000 tensor_shape.py:751(as_list)
      800    0.004    0.000    0.008    0.000 ops.py:1429(__len__)
      286    0.004    0.000    0.008    0.000 <string>:12(_make)
       41    0.004    0.000    0.028    0.001 myCallback.py:31(on_episode_end)
      141    0.004    0.000    0.004    0.000 copy.py:66(copy)
      322    0.004    0.000    0.008    0.000 variables.py:632(_TensorConversionFunction)
       12    0.000    0.000    0.156    0.013 nn_impl.py:569(normalize_moments)
      128    0.000    0.000    0.000    0.000 topology.py:327(built)
        8    0.000    0.000    0.028    0.004 gen_math_ops.py:1460(not_equal)
       51    0.000    0.000    0.004    0.000 env_gym.py:42(_reset)
       18    0.000    0.000    0.000    0.000 random_seed.py:34(get_seed)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:24(IncrementalDecoder)
       42    0.000    0.000    0.088    0.002 initializers.py:28(__call__)
       24    0.000    0.000    0.056    0.002 tensorflow_backend.py:317(placeholder)
      279    0.000    0.000    0.000    0.000 base.py:237(id)
      756    0.000    0.000    0.000    0.000 :0(join)
      144    0.000    0.000    0.036    0.000 math_ops.py:2162(conj)
      114    0.000    0.000    0.000    0.000 inspect.py:744(getargs)
        2    0.000    0.000    0.016    0.008 topology.py:2568(summary)
        8    0.000    0.000    0.000    0.000 optimizers.py:33(__init__)
        4    0.000    0.000    0.004    0.001 gen_math_ops.py:21(_abs)
        3    0.000    0.000    0.000    0.000 policy.py:163(__init__)
       54    0.000    0.000    0.000    0.000 :0(py_create)
      142    0.000    0.000    0.000    0.000 :0(globals)
       18    0.000    0.000    0.000    0.000 dtypes.py:134(is_integer)
       41    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
       85    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        4    0.000    0.000    0.000    0.000 topology.py:1860(state_updates)
        3    0.000    0.000    0.000    0.000 genericpath.py:23(exists)
       78    0.000    0.000    0.000    0.000 regularizers.py:71(get)
      265    0.000    0.000    0.000    0.000 ops.py:3184(_push_control_dependencies_controller)
        3    0.000    0.000    0.000    0.000 sre_compile.py:567(compile)
        2    0.000    0.000    1.988    0.994 util.py:8(clone_model)
       16    0.000    0.000    0.000    0.000 :0(min)
       12    0.000    0.000    0.000    0.000 ops.py:1388(_add_control_input)
       40    0.000    0.000    0.000    0.000 dataset.py:518(<genexpr>)
      292    0.000    0.000    0.012    0.000 gradients_impl.py:262(_VerifyGeneratedGradients)
       24    0.000    0.000    0.460    0.019 control_flow_ops.py:1640(BuildCondBranch)
      710    0.000    0.000    0.000    0.000 gradients_impl.py:520(<genexpr>)
       41    0.000    0.000    0.000    0.000 numeric.py:3085(__init__)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:36(getregentry)
      500    0.000    0.000    0.000    0.000 ops.py:2106(_set_control_flow_context)
       55    0.000    0.000    0.000    0.000 :0(digest)
       24    0.000    0.000    0.760    0.032 math_grad.py:37(_SumGrad)
      138    0.000    0.000    0.000    0.000 re.py:230(_compile)
        6    0.000    0.000    0.000    0.000 six.py:184(find_module)
       85    0.000    0.000    0.000    0.000 :0(__reduce_ex__)
        2    0.000    0.000    0.000    0.000 :0(decode)
     1036    0.000    0.000    0.032    0.000 ops.py:3575(colocate_with)
       50    0.000    0.000    0.000    0.000 topology.py:689(compute_mask)
      296    0.000    0.000    0.000    0.000 gradients_impl.py:200(_AsList)
       10    0.000    0.000    0.028    0.003 array_ops.py:828(_autopacking_helper)
      356    0.000    0.000    0.000    0.000 ops.py:2611(add_to_collection)
        6    0.000    0.000    0.000    0.000 ops.py:2572(_last_id)
       86    0.000    0.000    0.000    0.000 variables.py:715(shape)
        4    0.000    0.000    0.008    0.002 keras_future.py:20(Model)
        4    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
       98    0.000    0.000    0.000    0.000 device.py:110(replica)
        2    0.000    0.000    0.004    0.002 tensorflow_backend.py:579(zeros_like)
        7    0.000    0.000    0.028    0.004 control_flow_ops.py:2702(_GroupControlDeps)
       44    0.000    0.000    0.136    0.003 gen_math_ops.py:1320(_mean)
       67    0.000    0.000    0.000    0.000 callbacks.py:131(on_train_end)
      442    0.000    0.000    0.000    0.000 gradients_impl.py:645(_SetGrad)
      146    0.000    0.000    0.000    0.000 callbacks.py:24(on_step_begin)
        6    0.000    0.000    0.008    0.001 gen_math_ops.py:1984(_rsqrt_grad)
      140    0.000    0.000    0.000    0.000 tensor_shape.py:475(__iter__)
        6    0.000    0.000    0.168    0.028 core.py:654(call)
       26    0.000    0.000    0.004    0.000 layer_utils.py:57(print_layer_summary)
       12    0.000    0.000    0.000    0.000 tensorflow_backend.py:2399(then_expression_fn)
        6    0.000    0.000    0.012    0.002 array_ops.py:187(setdiff1d)
        6    0.000    0.000    0.016    0.003 gen_nn_ops.py:457(conv2d_backprop_input)
       50    0.000    0.000    0.000    0.000 :0(sum)
       12    0.000    0.000    0.000    0.000 control_flow_ops.py:1423(GetWhileContext)
        3    0.000    0.000    0.000    0.000 :0(compile)
       53    0.000    0.000    0.000    0.000 core.py:155(close)
        4    0.000    0.000    0.000    0.000 core.py:484(compute_output_shape)
        2    0.000    0.000    0.164    0.082 dqn.py:88(__init__)
        4    0.000    0.000    0.000    0.000 core.py:480(__init__)
        4    0.000    0.000    0.000    0.000 policy.py:12(_set_agent)
       10    0.000    0.000    0.000    0.000 topology.py:1889(trainable_weights)
        8    0.000    0.000    0.000    0.000 sre_parse.py:92(__init__)
      248    0.000    0.000    0.000    0.000 :0(split)
       52    0.000    0.000    0.000    0.000 :0(fromiter)
      757    0.000    0.000    0.000    0.000 ops.py:3178(add_op)
       55    0.000    0.000    0.000    0.000 :0(openssl_sha512)
       24    0.000    0.000    0.068    0.003 math_ops.py:296(subtract)
       32    0.000    0.000    0.000    0.000 initializers.py:16(get_config)
        2    0.000    0.000    0.092    0.046 optimizers.py:369(__init__)
        6    0.000    0.000    0.000    0.000 ops.py:1051(dtype)
        2    0.000    0.000    0.008    0.004 tensorflow_backend.py:1031(sum)
       10    0.000    0.000    0.000    0.000 callbacks.py:94(on_episode_end)
       12    0.000    0.000    0.000    0.000 :0(group)
        8    0.000    0.000    0.000    0.000 initializers.py:210(get_config)
       53    0.000    0.000    0.016    0.000 agent_gym.py:26(_seed)
        6    0.000    0.000    0.000    0.000 sre_parse.py:822(expand_template)
       50    0.000    0.000    0.160    0.003 gen_array_ops.py:1140(fill)
       53    0.000    0.000    0.004    0.000 weakref.py:105(__setitem__)
      210    0.000    0.000    0.000    0.000 :0(format)
       12    0.000    0.000    0.032    0.003 array_ops.py:1214(transpose)
       53    0.000    0.000    0.000    0.000 weakref.py:277(__new__)
      8/3    0.000    0.000    0.000    0.000 sre_compile.py:64(_compile)
       82    0.000    0.000    0.000    0.000 numeric.py:2692(seterr)
       18    0.000    0.000    0.268    0.015 initializers.py:192(__call__)
        6    0.000    0.000    0.044    0.007 array_grad.py:225(_StridedSliceGrad)
       60    0.000    0.000    0.000    0.000 ops.py:1270(_set_control_flow_context)
        1    0.000    0.000    0.000    0.000 :0(setprofile)
      133    0.000    0.000    0.004    0.000 myCallback.py:93(on_step_end)
       41    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
       12    0.000    0.000    0.004    0.000 control_flow_ops.py:443(_convert_flows_to_tensorarrays)
       24    0.000    0.000    0.552    0.023 math_ops.py:2207(reduced_shape)
       22    0.000    0.000    0.116    0.005 array_ops.py:549(strided_slice)
      110    0.000    0.000    0.000    0.000 ops.py:862(internal_convert_n_to_tensor_or_indexed_slices)
       34    0.000    0.000    0.196    0.006 math_grad.py:32(_safe_shape_div)
      124    0.000    0.000    0.004    0.000 topology.py:1121(weights)
       24    0.000    0.000    0.040    0.002 initializers.py:36(__call__)
       70    0.000    0.000    0.000    0.000 :0(urandom)
       23    0.000    0.000    0.000    0.000 base.py:98(_lapl)
       16    0.000    0.000    0.000    0.000 :0(keys)
       12    0.000    0.000    0.000    0.000 control_flow_ops.py:1438(_RemoveExternalControlEdges)
       22    0.000    0.000    0.220    0.010 array_ops.py:384(_SliceHelper)
        2    0.000    0.000    0.000    0.000 sre_parse.py:734(parse_template)
       20    0.000    0.000    0.000    0.000 selections.py:147(__init__)
     90/6    0.000    0.000    0.024    0.004 copy.py:226(_deepcopy_list)
       28    0.000    0.000    0.000    0.000 constraints.py:157(serialize)
      458    0.000    0.000    0.000    0.000 variables.py:348(_as_graph_element)
        2    0.000    0.000    0.028    0.014 util.py:59(huber_loss)
        2    0.000    0.000    0.000    0.000 :0(translate)
      130    0.000    0.000    0.324    0.002 gen_array_ops.py:395(_broadcast_gradient_args)
       56    0.000    0.000    0.000    0.000 re.py:148(sub)
     1546    0.000    0.000    0.000    0.000 tensor_util.py:205(_FirstNotNone)
        2    0.000    0.000    2.936    1.468 mydqn.py:163(compile)
       13    0.000    0.000    0.004    0.000 _weakrefset.py:26(__exit__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:706(parse)
      522    0.000    0.000    0.000    0.000 dtypes.py:87(_as_ref)
       12    0.000    0.000    0.024    0.002 gen_array_ops.py:3707(transpose)
       53    0.000    0.000    0.000    0.000 closer.py:40(generate_next_id)
      580    0.000    0.000    0.000    0.000 ops.py:420(consumers)
        6    0.000    0.000    0.008    0.001 topology.py:1330(Input)
      292    0.000    0.000    0.000    0.000 :0(rstrip)
     30/2    0.000    0.000    1.496    0.748 __init__.py:28(deserialize)
       28    0.000    0.000    0.000    0.000 array_grad.py:385(_IdGrad)
        3    0.000    0.000    0.000    0.000 group.py:160(__getitem__)
       92    0.000    0.000    0.000    0.000 :0(arange)
        6    0.000    0.000    0.000    0.000 normalization.py:190(get_config)
       24    0.000    0.000    0.068    0.003 gen_array_ops.py:1173(gather)
       22    0.000    0.000    0.116    0.005 gen_array_ops.py:3422(strided_slice)
      186    0.000    0.000    0.000    0.000 topology.py:1112(get_losses_for)
        6    0.000    0.000    0.000    0.000 core.py:598(__init__)
       24    0.000    0.000    0.084    0.004 array_ops.py:1327(zeros)
       55    0.000    0.000    0.004    0.000 seeding.py:93(_int_list_from_bigint)
        6    0.000    0.000    0.000    0.000 control_flow_ops.py:470(_GetOutputContext)
        2    0.000    0.000    6.120    3.060 optimizers.py:46(get_gradients)
       46    0.000    0.000    0.104    0.002 math_ops.py:393(square)
      198    0.000    0.000    0.008    0.000 _methods.py:40(_all)
      198    0.000    0.000    0.004    0.000 _methods.py:31(_sum)
        4    0.000    0.000    0.012    0.003 tensorflow_backend.py:1558(reshape)
       90    0.000    0.000    0.000    0.000 topology.py:315(losses)
       48    0.000    0.000    0.176    0.004 gen_math_ops.py:1533(_prod)
      166    0.000    0.000    0.000    0.000 ops.py:2629(add_to_collections)
        6    0.000    0.000    0.000    0.000 core.py:292(get_config)
        8    0.000    0.000    0.016    0.002 topology.py:1252(__init__)
        6    0.000    0.000    0.012    0.002 nn_grad.py:267(_ReluGrad)
      218    0.000    0.000    0.000    0.000 copy.py:198(_deepcopy_atomic)
        6    0.000    0.000    0.008    0.001 gen_math_ops.py:1819(_reciprocal_grad)
       53    0.000    0.000    0.000    0.000 closer.py:57(unregister)
      105    0.000    0.000    0.000    0.000 base.py:110(_e)
        2    0.000    0.000    0.000    0.000 six.py:180(find_module)
        4    0.000    0.000    0.004    0.001 math_ops.py:206(abs)
       18    0.000    0.000    0.000    0.000 :0(randint)
       12    0.000    0.000    0.068    0.006 array_ops.py:964(concat)
       20    0.000    0.000    0.000    0.000 :0(setdefault)
       30    0.000    0.000    0.000    0.000 activations.py:74(get)
        2    0.000    0.000    0.016    0.008 array_grad.py:407(_ReshapeToInput)
       28    0.000    0.000    0.000    0.000 gradients_impl.py:660(_GetGrad)
      146    0.000    0.000    0.000    0.000 callbacks.py:30(on_action_begin)
       12    0.000    0.000    0.316    0.026 nn_impl.py:520(sufficient_statistics)
       24    0.000    0.000    0.248    0.010 moving_averages.py:32(assign_moving_average)
       28    0.000    0.000    0.000    0.000 tensorflow_backend.py:2030(get_variable_shape)
       10    0.000    0.000    0.032    0.003 gen_math_ops.py:1239(_mat_mul)
      108    0.000    0.000    0.000    0.000 :0(unpack)
        6    0.000    0.000    0.000    0.000 convolutional.py:210(get_config)
        6    0.000    0.000    0.128    0.021 optimizers.py:656(get)
      100    0.000    0.000    0.000    0.000 :0(lower)
     15/7    0.000    0.000    0.008    0.001 abc.py:148(__subclasscheck__)
       10    0.000    0.000    0.024    0.002 gen_array_ops.py:1855(_pack)
       12    0.000    0.000    0.000    0.000 normalization.py:55(__init__)
       84    0.000    0.000    0.000    0.000 initializers.py:454(deserialize)
       60    0.000    0.000    0.140    0.002 gen_math_ops.py:1777(_real_div)
       12    0.000    0.000    0.408    0.034 tensorflow_backend.py:1513(batch_normalization)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1330(__init__)
       12    0.000    0.000    0.000    0.000 conv_utils.py:45(normalize_data_format)
        6    0.000    0.000    0.004    0.001 array_ops.py:2262(where)
       19    0.000    0.000    0.000    0.000 sre_parse.py:141(__getitem__)
        2    0.000    0.000    0.016    0.008 layer_utils.py:8(print_summary)
       72    0.000    0.000    0.000    0.000 control_flow_ops.py:1522(branch)
      166    0.000    0.000    1.240    0.007 variables.py:121(__init__)
        3    0.000    0.000    0.000    0.000 sre_compile.py:433(_compile_info)
      9/4    0.000    0.000    0.000    0.000 sre_parse.py:151(getwidth)
       24    0.000    0.000    0.000    0.000 ops.py:4046(add_to_collection)
      352    0.000    0.000    0.212    0.001 gradients_impl.py:762(_AggregatedGrads)
       85    0.000    0.000    0.000    0.000 device.py:192(to_string)
        2    0.000    0.000    0.020    0.010 math_grad.py:774(_MatMulGrad)
        2    0.000    0.000    0.000    0.000 env_gym.py:62(_seed)
      804    0.000    0.000    0.004    0.000 callbacks.py:43(on_episode_begin)
       24    0.000    0.000    0.064    0.003 gen_data_flow_ops.py:430(dynamic_stitch)
        1    0.000    0.000    0.704    0.704 env_net.py:9(get_env_net)
       41    0.000    0.000    0.000    0.000 numeric.py:3094(__exit__)
       66    0.000    0.000    0.000    0.000 tensor_shape.py:818(scalar)
      278    0.000    0.000    0.000    0.000 topology.py:1590(make_node_marker)
       55    0.000    0.000    0.000    0.000 seeding.py:58(_seed)
       20    0.000    0.000    0.000    0.000 selections.py:406(_expand_ellipsis)
        2    0.000    0.000    0.008    0.004 layer_utils.py:122(count_total_params)
      114    0.000    0.000    0.000    0.000 inspect.py:804(getargspec)
       84    0.000    0.000    0.000    0.000 training.py:988(<lambda>)
       30    0.000    0.000    0.056    0.002 gen_math_ops.py:361(cast)
       20    0.000    0.000    0.000    0.000 tensorflow_backend.py:445(dtype)
      110    0.000    0.000    0.000    0.000 :0(divmod)
     1070    0.000    0.000    0.020    0.000 tensor_util.py:145(GetNumpyAppendFn)
       13    0.000    0.000    0.000    0.000 device.py:255(merge_device)
       82    0.000    0.000    0.000    0.000 topology.py:323(built)
        4    0.000    0.000    0.008    0.002 array_ops.py:1365(zeros_like)
       20    0.000    0.000    0.004    0.000 dataset.py:50(make_new_dset)
      262    0.000    0.000    0.000    0.000 tensorflow_backend.py:171(_convert_string_dtype)
       56    0.000    0.000    3.092    0.055 topology.py:502(__call__)
       85    0.000    0.000    0.000    0.000 copy.py:306(_reconstruct)
       34    0.000    0.000    0.000    0.000 base.py:120(get_lcpl)
       12    0.000    0.000    0.036    0.003 gen_math_ops.py:527(cumprod)
       36    0.000    0.000    0.000    0.000 nn_ops.py:308(<genexpr>)
      214    0.000    0.000    0.000    0.000 :0(upper)
       18    0.000    0.000    0.000    0.000 ops.py:1021(values)
        3    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
      708    0.000    0.000    0.000    0.000 ops.py:3181(op_in_group)
       28    0.000    0.000    0.000    0.000 topology.py:2674(_to_snake_case)
       53    0.000    0.000    0.004    0.000 closer.py:45(register)
       18    0.000    0.000    0.036    0.002 tensorflow_backend.py:3093(bias_add)
       30    0.000    0.000    0.004    0.000 gradients_impl.py:256(_IsTrainable)
       14    0.000    0.000    0.000    0.000 activations.py:63(serialize)
      164    0.000    0.000    0.000    0.000 :0(tostring)
        4    0.000    0.000    0.000    0.000 core.py:383(compute_output_shape)
        2    0.000    0.000    0.004    0.002 math_ops.py:363(sign)
        6    0.000    0.000    0.184    0.031 math_grad.py:733(_SquaredDifferenceGrad)
      146    0.000    0.000    0.000    0.000 callbacks.py:33(on_action_end)
       12    0.000    0.000    0.024    0.002 gen_nn_ops.py:2180(relu)
       12    0.000    0.000    0.096    0.008 nn_ops.py:494(convolution)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        2    0.000    0.000    0.000    0.000 callbacks.py:196(on_train_end)
       36    0.000    0.000    0.000    0.000 nn_ops.py:307(<genexpr>)
       53    0.000    0.000    0.000    0.000 weakref.py:55(remove)
        6    0.000    0.000    0.008    0.001 array_ops.py:328(rank)
       67    0.000    0.000    0.000    0.000 callbacks.py:121(on_train_begin)
       40    0.000    0.000    0.072    0.002 gen_math_ops.py:1441(_neg)
        8    0.000    0.000    0.000    0.000 training.py:400(_weighted_masked_objective)
       41    0.000    0.000    0.000    0.000 numeric.py:3089(__enter__)
       34    0.000    0.000    0.000    0.000 topology.py:331(constraints)
     1378    0.000    0.000    0.000    0.000 discrete.py:13(__init__)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1280(IsSwitch)
       10    0.000    0.000    0.000    0.000 callbacks.py:18(on_episode_begin)
       30    0.000    0.000    0.276    0.009 tensorflow_backend.py:1240(sqrt)
      858    0.000    0.000    0.000    0.000 gradients_impl.py:704(_FilterGrad)
       38    0.000    0.000    0.100    0.003 math_ops.py:919(_div_python2)
       20    0.000    0.000    0.000    0.000 dataset.py:520(<genexpr>)
       30    0.000    0.000    0.104    0.003 gen_math_ops.py:1712(_range)
       98    0.000    0.000    0.000    0.000 device.py:88(_clear)
      640    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
       70    0.000    0.000    0.120    0.002 array_ops.py:773(stack)
        2    0.000    0.000    0.000    0.000 core.py:11(__init__)
       98    0.000    0.000    0.000    0.000 device.py:128(parse_from_string)
       55    0.000    0.000    0.000    0.000 seeding.py:34(hash_seed)
       98    0.000    0.000    0.000    0.000 device.py:213(from_string)
       84    0.000    0.000    0.200    0.002 tensorflow_backend.py:763(update)
      494    0.000    0.000    0.000    0.000 op_def_library.py:438(<genexpr>)
      170    0.000    0.000    0.000    0.000 device.py:95(job)
      296    0.000    0.000    0.000    0.000 topology.py:339(trainable_weights)
      120    0.000    0.000    0.000    0.000 math_ops.py:1154(<genexpr>)
        1    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
      104    0.000    0.000    0.152    0.001 math_ops.py:1884(add_n)
      312    0.000    0.000    0.000    0.000 variables.py:700(dtype)
       64    0.000    0.000    0.000    0.000 topology.py:49(__init__)
        1    0.000    0.000    0.000    0.000 files.py:280(close)
       18    0.000    0.000    0.032    0.002 gen_nn_ops.py:255(_bias_add)
        2    0.000    0.000    0.000    0.000 :0(partition)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        6    0.000    0.000    0.008    0.001 math_grad.py:314(_RsqrtGrad)
        2    0.000    0.000    0.044    0.022 mydqn.py:178(clipped_masked_error)
        1    0.000    0.000    0.000    0.000 sre_compile.py:428(_simple)
        2    0.000    0.000    0.008    0.004 math_grad.py:765(_SelectGrad)
       53    0.000    0.000    0.000    0.000 core.py:201(__del__)
        2    0.000    0.000    0.000    0.000 generic_utils.py:182(func_load)
       34    0.000    0.000    0.000    0.000 base.py:104(_lcpl)
       66    0.000    0.000    0.000    0.000 core.py:178(_on_train_begin)
        6    0.000    0.000    0.004    0.001 gen_math_ops.py:2186(_select)
        6    0.000    0.000    0.192    0.032 array_grad.py:352(_GatherGrad)
       84    0.000    0.000    0.000    0.000 :0(time)
       12    0.000    0.000    0.040    0.003 math_ops.py:2116(cumprod)
        1    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
       18    0.000    0.000    0.000    0.000 group.py:36(__init__)
       10    0.000    0.000    0.000    0.000 initializers.py:328(glorot_uniform)
        6    0.000    0.000    0.000    0.000 topology.py:1992(compute_mask)
       56    0.000    0.000    0.552    0.010 tensorflow_backend.py:496(zeros)
      928    0.000    0.000    0.000    0.000 __init__.py:1346(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 dqn.py:349(test_policy)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 agent_gym.py:78(__init__)
       18    0.000    0.000    0.000    0.000 initializers.py:410(_compute_fans)
      114    0.000    0.000    0.300    0.003 gen_control_flow_ops.py:352(_switch)
        3    0.000    0.000    0.000    0.000 :0(stat)
       82    0.000    0.000    0.000    0.000 re.py:192(compile)
       30    0.000    0.000    0.000    0.000 :0(indices)
       18    0.000    0.000    0.000    0.000 numeric.py:1927(array_str)
        6    0.000    0.000    0.012    0.002 gen_array_ops.py:1406(_list_diff)
       12    0.000    0.000    0.020    0.002 gen_math_ops.py:1800(reciprocal)
        6    0.000    0.000    0.008    0.001 math_grad.py:260(_ReciprocalGrad)
       18    0.000    0.000    0.000    0.000 initializers.py:171(__init__)
       18    0.000    0.000    0.268    0.015 tensorflow_backend.py:3157(random_uniform)
       50    0.000    0.000    0.000    0.000 selections.py:267(<genexpr>)
        2    0.000    0.000    0.000    0.000 dqn.py:340(policy)
       77    0.000    0.000    0.000    0.000 :0(remove)
       41    0.000    0.000    0.000    0.000 warnings.py:67(filterwarnings)
       36    0.000    0.000    0.100    0.003 control_flow_ops.py:367(merge)
        4    0.000    0.000    0.000    0.000 core.py:333(__init__)
       12    0.000    0.000    0.444    0.037 normalization.py:87(build)
       40    0.000    0.000    0.000    0.000 dataset.py:217(shape)
       11    0.000    0.000    0.012    0.001 gen_control_flow_ops.py:180(no_op)
       85    0.000    0.000    0.000    0.000 ops.py:1075(_device_string)
      213    0.000    0.000    0.004    0.000 :0(map)
       78    0.000    0.000    0.000    0.000 ops.py:803(convert_to_tensor_or_indexed_slices)
       10    0.000    0.000    0.000    0.000 :0(ord)
       44    0.000    0.000    0.028    0.001 interfaces.py:24(wrapper)
       20    0.000    0.000    0.000    0.000 selections.py:244(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
       17    0.000    0.000    0.000    0.000 base.py:44(guess_dtype)
       22    0.000    0.000    0.000    0.000 activations.py:67(deserialize)
       65    0.000    0.000    0.140    0.002 gen_array_ops.py:1978(_placeholder)
      228    0.000    0.000    0.000    0.000 ops.py:3532(prevent_fetching)
        6    0.000    0.000    0.000    0.000 topology.py:1817(losses)
       12    0.000    0.000    0.000    0.000 tensorflow_backend.py:2803(_postprocess_conv2d_output)
       30    0.000    0.000    0.060    0.002 gen_math_ops.py:1378(minimum)
        2    0.000    0.000    0.000    0.000 :0(dumps)
      352    0.000    0.000    0.000    0.000 ops.py:2194(_is_function)
        6    0.000    0.000    0.000    0.000 core.py:661(compute_mask)
        4    0.000    0.000    0.012    0.003 math_ops.py:486(pow)
       78    0.000    0.000    0.224    0.003 control_flow_ops.py:323(_SwitchRefOrTensor)
       41    0.000    0.000    0.000    0.000 nanfunctions.py:36(_replace_nan)
      144    0.000    0.000    0.004    0.000 _methods.py:37(_any)
        2    0.000    0.000    0.308    0.154 topology.py:1921(set_weights)
        2    0.000    0.000    0.012    0.006 state_ops.py:215(assign_add)
       56    0.000    0.000    0.000    0.000 re.py:284(_subx)
        2    0.000    0.000    0.000    0.000 mydqn.py:197(<lambda>)
       10    0.000    0.000    0.020    0.002 math_ops.py:900(_truediv_python3)
      120    0.000    0.000    0.000    0.000 variables.py:374(value)
      231    0.000    0.000    0.008    0.000 op_def_library.py:184(_MakeShape)
      202    0.000    0.000    0.000    0.000 variables.py:404(_ref)
       56    0.000    0.000    0.000    0.000 init_ops.py:153(__init__)
        4    0.000    0.000    0.128    0.032 optimizers.py:99(from_config)
       65    0.000    0.000    0.000    0.000 :0(clear)
       68    0.000    0.000    0.000    0.000 callbacks.py:172(__init__)
       17    0.000    0.000    0.000    0.000 uuid.py:582(uuid4)
      166    0.000    0.000    0.000    0.000 variables.py:690(initializer)
       24    0.000    0.000    0.000    0.000 ops.py:493(__iter__)
        8    0.000    0.000    0.000    0.000 losses.py:85(get)
        6    0.000    0.000    0.008    0.001 array_ops.py:360(rank_internal)
        1    0.000    0.000    0.000    0.000 callbacks.py:91(on_train_begin)
        6    0.000    0.000    0.012    0.002 control_flow_grad.py:86(_MergeGrad)
        1    0.000    0.000    0.172    0.172 dqn.py:197(save_weights)
      265    0.000    0.000    0.032    0.000 ops.py:3579(control_dependencies)
        6    0.000    0.000    0.200    0.033 core.py:819(build)
       12    0.000    0.000    0.024    0.002 core.py:289(call)
        5    0.000    0.000    0.028    0.006 variables.py:1128(variables_initializer)
       98    0.000    0.000    0.000    0.000 device.py:65(__init__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       46    0.000    0.000    0.084    0.002 gen_math_ops.py:2573(square)
        6    0.000    0.000    0.044    0.007 core.py:839(call)
       24    0.000    0.000    0.000    0.000 nn_impl.py:548(<genexpr>)
        6    0.000    0.000    0.000    0.000 convolutional.py:458(get_config)
       53    0.000    0.000    0.000    0.000 tuple_space.py:10(__init__)
       67    0.000    0.000    0.000    0.000 callbacks.py:45(set_params)
      170    0.000    0.000    0.000    0.000 device.py:117(task)
        4    0.000    0.000    0.140    0.035 math_grad.py:658(_RealDivGrad)
       30    0.000    0.000    0.000    0.000 control_flow_ops.py:1514(pred)
      133    0.000    0.000    0.000    0.000 :0(count)
       12    0.000    0.000    0.604    0.050 tensorflow_backend.py:2414(in_train_phase)
        1    0.000    0.000 1520.368 1520.368 main.py:25(main)
       30    0.000    0.000    0.616    0.021 math_grad.py:603(_SubGrad)
      888    0.000    0.000    0.000    0.000 ops.py:3524(prevent_feeding)
       24    0.000    0.000    0.000    0.000 conv_utils.py:89(conv_output_length)
        4    0.000    0.000    0.012    0.003 tensorflow_backend.py:1049(prod)
       64    0.000    0.000    0.000    0.000 topology.py:247(__init__)
        6    0.000    0.000    0.000    0.000 re.py:290(filter)
       24    0.000    0.000    0.000    0.000 :0(SetInParent)
